Zip Code,Sub-Market Region,State,Master County
64088,KANS.KANSAS CITY,MO,Jackson County
64089,KANS.KANSAS CITY,MO,Clay County
64090,KANS.KANSAS CITY,MO,Cass County
64092,KANS.KANSAS CITY,MO,Platte County
64093,KANS.KANSAS CITY,MO,Johnson County
64096,KANS.KANSAS CITY,MO,Lafayette County
64097,KANS.KANSAS CITY,MO,Lafayette County
64098,KANS.KANSAS CITY,MO,Platte County
64100,KANS.KANSAS CITY,MO,Platte County
64101,KANS.KANSAS CITY,MO,Jackson County
64102,KANS.KANSAS CITY,MO,Jackson County
64105,KANS.KANSAS CITY,MO,Jackson County
64106,KANS.KANSAS CITY,MO,Jackson County
64108,KANS.KANSAS CITY,MO,Jackson County
64109,KANS.KANSAS CITY,MO,Jackson County
64110,KANS.KANSAS CITY,MO,Jackson County
64111,KANS.KANSAS CITY,MO,Jackson County
64112,KANS.KANSAS CITY,MO,Jackson County
64113,KANS.KANSAS CITY,MO,Jackson County
64114,KANS.KANSAS CITY,MO,Jackson County
64116,KANS.KANSAS CITY,MO,Clay County
64117,KANS.KANSAS CITY,MO,Clay County
64118,KANS.KANSAS CITY,MO,Clay County
64119,KANS.KANSAS CITY,MO,Clay County
64120,KANS.KANSAS CITY,MO,Jackson County
64123,KANS.KANSAS CITY,MO,Jackson County
64124,KANS.KANSAS CITY,MO,Jackson County
64125,KANS.KANSAS CITY,MO,Jackson County
64126,KANS.KANSAS CITY,MO,Jackson County
64127,KANS.KANSAS CITY,MO,Jackson County
64128,KANS.KANSAS CITY,MO,Jackson County
64129,KANS.KANSAS CITY,MO,Jackson County
64130,KANS.KANSAS CITY,MO,Jackson County
64131,KANS.KANSAS CITY,MO,Jackson County
64132,KANS.KANSAS CITY,MO,Jackson County
64133,KANS.KANSAS CITY,MO,Jackson County
64134,KANS.KANSAS CITY,MO,Jackson County
64136,KANS.KANSAS CITY,MO,Jackson County
64137,KANS.KANSAS CITY,MO,Jackson County
64138,KANS.KANSAS CITY,MO,Jackson County
64139,KANS.KANSAS CITY,MO,Jackson County
64141,KANS.KANSAS CITY,MO,Jackson County
64145,KANS.KANSAS CITY,MO,Jackson County
64146,KANS.KANSAS CITY,MO,Jackson County
64147,KANS.KANSAS CITY,MO,Jackson County
64148,KANS.KANSAS CITY,MO,Jackson County
64149,KANS.KANSAS CITY,MO,Jackson County
64150,KANS.KANSAS CITY,MO,Platte County
64151,KANS.KANSAS CITY,MO,Platte County
64152,KANS.KANSAS CITY,MO,Platte County
64153,KANS.KANSAS CITY,MO,Platte County
64154,KANS.KANSAS CITY,MO,Platte County
64155,KANS.KANSAS CITY,MO,Clay County
64156,KANS.KANSAS CITY,MO,Clay County
64157,KANS.KANSAS CITY,MO,Clay County
64158,KANS.KANSAS CITY,MO,Clay County
64161,KANS.KANSAS CITY,MO,Clay County
64163,KANS.KANSAS CITY,MO,Platte County
64164,KANS.KANSAS CITY,MO,Platte County
64165,KANS.KANSAS CITY,MO,Clay County
64166,KANS.KANSAS CITY,MO,Clay County
64167,KANS.KANSAS CITY,MO,Clay County
64168,KANS.KANSAS CITY,MO,Jackson County
64171,KANS.KANSAS CITY,MO,Jackson County
64188,KANS.KANSAS CITY,MO,Jackson County
64190,KANS.KANSAS CITY,MO,Jackson County
64191,KANS.KANSAS CITY,MO,Jackson County
64192,KANS.KANSAS CITY,MO,Jackson County
64195,KANS.KANSAS CITY,MO,Jackson County
64196,KANS.KANSAS CITY,MO,Jackson County
64197,KANS.KANSAS CITY,MO,Jackson County
64198,KANS.KANSAS CITY,MO,Jackson County
64199,KANS.KANSAS CITY,MO,Jackson County
64401,KANS.KANSAS CITY,MO,Buchanan County
64402,KANS.KANSAS CITY,MO,Gentry County
64410,KANS.KANSAS CITY,MO,Gentry County
64420,KANS.KANSAS CITY,MO,Worth County
64421,KANS.KANSAS CITY,MO,Andrew County
64422,KANS.KANSAS CITY,MO,Dekalb County
64423,KANS.KANSAS CITY,MO,Nodaway County
64424,KANS.KANSAS CITY,MO,Harrison County
64426,KANS.KANSAS CITY,MO,Harrison County
64427,KANS.KANSAS CITY,MO,Andrew County
64428,KANS.KANSAS CITY,MO,Nodaway County
64429,KANS.KANSAS CITY,MO,Clinton County
64430,KANS.KANSAS CITY,MO,Dekalb County
64431,KANS.KANSAS CITY,MO,Nodaway County
64432,KANS.KANSAS CITY,MO,Nodaway County
64433,KANS.KANSAS CITY,MO,Nodaway County
64434,KANS.KANSAS CITY,MO,Nodaway County
64436,KANS.KANSAS CITY,MO,Andrew County
64437,KANS.OMAHA,MO,Holt County
64438,KANS.KANSAS CITY,MO,Gentry County
64439,KANS.KANSAS CITY,MO,Platte County
64440,KANS.KANSAS CITY,MO,Buchanan County
64441,KANS.KANSAS CITY,MO,Worth County
64442,KANS.KANSAS CITY,MO,Harrison County
64443,KANS.KANSAS CITY,MO,Buchanan County
64444,KANS.KANSAS CITY,MO,Platte County
64445,KANS.KANSAS CITY,MO,Nodaway County
64446,KANS.OMAHA,MO,Atchison County
64448,KANS.KANSAS CITY,MO,Buchanan County
64449,KANS.KANSAS CITY,MO,Andrew County
64451,KANS.OMAHA,MO,Holt County
64453,KANS.KANSAS CITY,MO,Gentry County
64454,KANS.KANSAS CITY,MO,Clinton County
64455,KANS.KANSAS CITY,MO,Nodaway County
64456,KANS.KANSAS CITY,MO,Worth County
64457,KANS.KANSAS CITY,MO,Nodaway County
64458,KANS.KANSAS CITY,MO,Harrison County
64459,KANS.KANSAS CITY,MO,Andrew County
64461,KANS.KANSAS CITY,MO,Nodaway County
64463,KANS.KANSAS CITY,MO,Gentry County
64465,KANS.KANSAS CITY,MO,Clinton County
64466,KANS.OMAHA,MO,Holt County
64468,KANS.KANSAS CITY,MO,Nodaway County
64469,KANS.KANSAS CITY,MO,Dekalb County
64470,KANS.OMAHA,MO,Holt County
64471,KANS.KANSAS CITY,MO,Harrison County
64473,KANS.OMAHA,MO,Holt County
64474,KANS.KANSAS CITY,MO,Dekalb County
64475,KANS.KANSAS CITY,MO,Nodaway County
64476,KANS.KANSAS CITY,MO,Nodaway County
64477,KANS.KANSAS CITY,MO,Clinton County
64479,KANS.KANSAS CITY,MO,Nodaway County
64480,KANS.KANSAS CITY,MO,Andrew County
64481,KANS.KANSAS CITY,MO,Harrison County
64482,KANS.OMAHA,MO,Atchison County
64483,KANS.KANSAS CITY,MO,Andrew County
64484,KANS.KANSAS CITY,MO,Buchanan County
64485,KANS.KANSAS CITY,MO,Andrew County
64486,KANS.KANSAS CITY,MO,Worth County
64487,KANS.KANSAS CITY,MO,Nodaway County
64489,KANS.KANSAS CITY,MO,Gentry County
64490,KANS.KANSAS CITY,MO,Dekalb County
64491,KANS.OMAHA,MO,Atchison County
64492,KANS.KANSAS CITY,MO,Clinton County
64493,KANS.KANSAS CITY,MO,Clinton County
64494,KANS.KANSAS CITY,MO,Dekalb County
64496,KANS.OMAHA,MO,Atchison County
64497,KANS.KANSAS CITY,MO,Dekalb County
64498,KANS.OMAHA,MO,Atchison County
64500,KANS.OMAHA,MO,Atchison County
64501,KANS.KANSAS CITY,MO,Buchanan County
64502,KANS.KANSAS CITY,MO,Buchanan County
64503,KANS.KANSAS CITY,MO,Buchanan County
64504,KANS.KANSAS CITY,MO,Buchanan County
64505,KANS.KANSAS CITY,MO,Buchanan County
64506,KANS.KANSAS CITY,MO,Buchanan County
64507,KANS.KANSAS CITY,MO,Buchanan County
64508,KANS.KANSAS CITY,MO,Buchanan County
64601,KANS.KANSAS CITY,MO,Livingston County
64610,KANS.KANSAS CITY,MO,Livingston County
64620,KANS.KANSAS CITY,MO,Daviess County
64622,KANS.KANSAS CITY,MO,Carroll County
64623,KANS.KANSAS CITY,MO,Carroll County
64624,KANS.KANSAS CITY,MO,Caldwell County
64625,KANS.KANSAS CITY,MO,Caldwell County
64628,STLO.JEFFERSON CITY,MO,Linn County
64630,STLO.JEFFERSON CITY,MO,Linn County
64631,STLO.JEFFERSON CITY,MO,Linn County
64632,KANS.KANSAS CITY,MO,Mercer County
64633,KANS.KANSAS CITY,MO,Carroll County
64635,KANS.KANSAS CITY,MO,Livingston County
64636,KANS.KANSAS CITY,MO,Daviess County
64637,KANS.KANSAS CITY,MO,Caldwell County
64638,KANS.KANSAS CITY,MO,Livingston County
64639,KANS.KANSAS CITY,MO,Carroll County
64640,KANS.KANSAS CITY,MO,Daviess County
64641,KANS.KANSAS CITY,MO,Grundy County
64642,KANS.KANSAS CITY,MO,Harrison County
64643,KANS.KANSAS CITY,MO,Carroll County
64644,KANS.KANSAS CITY,MO,Caldwell County
64645,STLO.JEFFERSON CITY,MO,Sullivan County
64646,STLO.JEFFERSON CITY,MO,Sullivan County
64647,KANS.KANSAS CITY,MO,Daviess County
64648,KANS.KANSAS CITY,MO,Daviess County
64649,KANS.KANSAS CITY,MO,Caldwell County
64650,KANS.KANSAS CITY,MO,Caldwell County
64651,STLO.JEFFERSON CITY,MO,Linn County
64652,KANS.KANSAS CITY,MO,Grundy County
64653,STLO.JEFFERSON CITY,MO,Linn County
64655,STLO.JEFFERSON CITY,MO,Putnam County
64656,KANS.KANSAS CITY,MO,Livingston County
64657,KANS.KANSAS CITY,MO,Gentry County
64658,STLO.JEFFERSON CITY,MO,Linn County
64659,STLO.JEFFERSON CITY,MO,Linn County
64660,STLO.JEFFERSON CITY,MO,Chariton County
64661,KANS.KANSAS CITY,MO,Mercer County
64664,KANS.KANSAS CITY,MO,Livingston County
64667,STLO.JEFFERSON CITY,MO,Sullivan County
64668,KANS.KANSAS CITY,MO,Carroll County
64670,KANS.KANSAS CITY,MO,Daviess County
64671,KANS.KANSAS CITY,MO,Caldwell County
64672,STLO.JEFFERSON CITY,MO,Putnam County
64673,KANS.KANSAS CITY,MO,Mercer County
64674,STLO.JEFFERSON CITY,MO,Linn County
64676,STLO.JEFFERSON CITY,MO,Chariton County
64679,KANS.KANSAS CITY,MO,Grundy County
64681,STLO.JEFFERSON CITY,MO,Chariton County
64682,KANS.KANSAS CITY,MO,Carroll County
64683,KANS.KANSAS CITY,MO,Grundy County
64688,KANS.KANSAS CITY,MO,Livingston County
64689,KANS.KANSAS CITY,MO,Daviess County
64701,KANS.KANSAS CITY,MO,Cass County
64720,KANS.KANSAS CITY,MO,Bates County
64722,KANS.KANSAS CITY,MO,Bates County
64723,KANS.KANSAS CITY,MO,Bates County
64724,KANS.KANSAS CITY,MO,St. Clair County
64725,KANS.KANSAS CITY,MO,Cass County
64726,KANS.KANSAS CITY,MO,Henry County
64728,KANS.ROGERS,MO,Vernon County
64730,KANS.KANSAS CITY,MO,Bates County
64733,KANS.KANSAS CITY,MO,Johnson County
64734,KANS.KANSAS CITY,MO,Cass County
64735,KANS.KANSAS CITY,MO,Henry County
64738,KANS.KANSAS CITY,MO,St. Clair County
64739,KANS.KANSAS CITY,MO,Cass County
64740,KANS.KANSAS CITY,MO,Henry County
64741,KANS.ROGERS,MO,Vernon County
64742,KANS.KANSAS CITY,MO,Cass County
64743,KANS.KANSAS CITY,MO,Cass County
64744,STLO.SPRINGFIELD,MO,Cedar County
64745,KANS.KANSAS CITY,MO,Bates County
64746,KANS.KANSAS CITY,MO,Cass County
64747,KANS.KANSAS CITY,MO,Cass County
64748,KANS.ROGERS,MO,Barton County
64750,KANS.ROGERS,MO,Vernon County
64752,KANS.ROGERS,MO,Vernon County
64755,STLO.ROGERS,MO,Jasper County
64756,STLO.SPRINGFIELD,MO,Cedar County
64759,KANS.ROGERS,MO,Barton County
64761,KANS.KANSAS CITY,MO,Johnson County
64762,KANS.ROGERS,MO,Barton County
64763,KANS.KANSAS CITY,MO,St. Clair County
64765,KANS.ROGERS,MO,Vernon County
64766,KANS.ROGERS,MO,Barton County
64767,KANS.ROGERS,MO,Vernon County
64769,KANS.ROGERS,MO,Barton County
64770,KANS.KANSAS CITY,MO,Henry County
64771,KANS.ROGERS,MO,Vernon County
64772,KANS.ROGERS,MO,Vernon County
64776,KANS.KANSAS CITY,MO,St. Clair County
64778,KANS.ROGERS,MO,Vernon County
64779,KANS.KANSAS CITY,MO,Bates County
64780,KANS.KANSAS CITY,MO,Bates County
64781,KANS.KANSAS CITY,MO,St. Clair County
64783,KANS.ROGERS,MO,Vernon County
64784,KANS.ROGERS,MO,Vernon County
64788,KANS.KANSAS CITY,MO,Henry County
64790,KANS.ROGERS,MO,Vernon County
64800,KANS.ROGERS,MO,Vernon County
64801,STLO.ROGERS,MO,Jasper County
64802,STLO.ROGERS,MO,Jasper County
64803,STLO.ROGERS,MO,Jasper County
64804,STLO.ROGERS,MO,Newton County
64830,STLO.ROGERS,MO,Jasper County
64831,MEMP.ROGERS,MO,McDonald County
64832,STLO.ROGERS,MO,Jasper County
64833,STLO.ROGERS,MO,Jasper County
64834,STLO.ROGERS,MO,Jasper County
64835,STLO.ROGERS,MO,Jasper County
64836,STLO.ROGERS,MO,Jasper County
64840,STLO.ROGERS,MO,Newton County
64841,STLO.ROGERS,MO,Jasper County
64842,STLO.ROGERS,MO,Newton County
64843,MEMP.ROGERS,MO,McDonald County
64844,STLO.ROGERS,MO,Newton County
64847,MEMP.ROGERS,MO,McDonald County
64848,STLO.SPRINGFIELD,MO,Lawrence County
64850,STLO.ROGERS,MO,Newton County
64853,STLO.ROGERS,MO,Newton County
64854,MEMP.ROGERS,MO,McDonald County
64855,STLO.ROGERS,MO,Jasper County
64856,MEMP.ROGERS,MO,McDonald County
64857,STLO.ROGERS,MO,Jasper County
64858,STLO.ROGERS,MO,Newton County
64859,STLO.ROGERS,MO,Jasper County
64860,STLO.ROGERS,MO,Jasper County
64861,MEMP.ROGERS,MO,McDonald County
64862,STLO.ROGERS,MO,Jasper County
64863,MEMP.ROGERS,MO,McDonald County
64864,STLO.ROGERS,MO,Newton County
64865,STLO.ROGERS,MO,Newton County
64866,STLO.ROGERS,MO,Newton County
64867,MEMP.ROGERS,MO,McDonald County
64868,MEMP.ROGERS,MO,McDonald County
64870,STLO.ROGERS,MO,Jasper County
64873,STLO.ROGERS,MO,Newton County
64874,STLO.SPRINGFIELD,MO,Barry County
64999,KANS.KANSAS CITY,MO,Jackson County
65001,STLO.JEFFERSON CITY,MO,Osage County
65010,STLO.JEFFERSON CITY,MO,Boone County
65011,STLO.JEFFERSON CITY,MO,Morgan County
65013,STLO.JEFFERSON CITY,MO,Maries County
65014,STLO.JEFFERSON CITY,MO,Gasconade County
65016,STLO.JEFFERSON CITY,MO,Osage County
65017,STLO.JEFFERSON CITY,MO,Miller County
65018,STLO.JEFFERSON CITY,MO,Moniteau County
65020,STLO.SPRINGFIELD,MO,Camden County
65023,STLO.JEFFERSON CITY,MO,Cole County
65024,STLO.JEFFERSON CITY,MO,Osage County
65025,STLO.JEFFERSON CITY,MO,Moniteau County
65026,STLO.JEFFERSON CITY,MO,Miller County
65030,STLO.JEFFERSON CITY,MO,Miller County
65032,STLO.JEFFERSON CITY,MO,Cole County
65034,STLO.JEFFERSON CITY,MO,Moniteau County
65035,STLO.JEFFERSON CITY,MO,Osage County
65037,STLO.JEFFERSON CITY,MO,Morgan County
65038,STLO.JEFFERSON CITY,MO,Morgan County
65039,STLO.JEFFERSON CITY,MO,Boone County
65040,STLO.JEFFERSON CITY,MO,Cole County
65041,STLO.JEFFERSON CITY,MO,Gasconade County
65042,STLO.JEFFERSON CITY,MO,Moniteau County
65043,STLO.JEFFERSON CITY,MO,Callaway County
65046,STLO.JEFFERSON CITY,MO,Moniteau County
65047,STLO.JEFFERSON CITY,MO,Miller County
65048,STLO.JEFFERSON CITY,MO,Osage County
65049,STLO.SPRINGFIELD,MO,Camden County
65050,STLO.JEFFERSON CITY,MO,Moniteau County
65051,STLO.JEFFERSON CITY,MO,Osage County
65052,STLO.SPRINGFIELD,MO,Camden County
65053,STLO.JEFFERSON CITY,MO,Cole County
65054,STLO.JEFFERSON CITY,MO,Osage County
65055,STLO.JEFFERSON CITY,MO,Moniteau County
65058,STLO.JEFFERSON CITY,MO,Maries County
65059,STLO.JEFFERSON CITY,MO,Callaway County
65061,STLO.JEFFERSON CITY,MO,Osage County
65062,STLO.JEFFERSON CITY,MO,Gasconade County
65063,STLO.JEFFERSON CITY,MO,Callaway County
65064,STLO.JEFFERSON CITY,MO,Miller County
65065,STLO.SPRINGFIELD,MO,Camden County
65066,STLO.JEFFERSON CITY,MO,Gasconade County
65067,STLO.JEFFERSON CITY,MO,Callaway County
65068,STLO.JEFFERSON CITY,MO,Cooper County
65069,STLO.JEFFERSON CITY,MO,Montgomery County
65072,STLO.JEFFERSON CITY,MO,Morgan County
65074,STLO.JEFFERSON CITY,MO,Cole County
65075,STLO.JEFFERSON CITY,MO,Miller County
65076,STLO.JEFFERSON CITY,MO,Cole County
65077,STLO.JEFFERSON CITY,MO,Callaway County
65078,STLO.JEFFERSON CITY,MO,Morgan County
65079,STLO.SPRINGFIELD,MO,Camden County
65080,STLO.JEFFERSON CITY,MO,Callaway County
65081,STLO.JEFFERSON CITY,MO,Moniteau County
65082,STLO.JEFFERSON CITY,MO,Miller County
65083,STLO.JEFFERSON CITY,MO,Miller County
65084,STLO.JEFFERSON CITY,MO,Morgan County
65085,STLO.JEFFERSON CITY,MO,Osage County
65101,STLO.JEFFERSON CITY,MO,Cole County
65102,STLO.JEFFERSON CITY,MO,Cole County
65103,STLO.JEFFERSON CITY,MO,Cole County
65105,STLO.JEFFERSON CITY,MO,Cole County
65106,STLO.JEFFERSON CITY,MO,Cole County
65107,STLO.JEFFERSON CITY,MO,Cole County
65109,STLO.JEFFERSON CITY,MO,Cole County
65110,STLO.JEFFERSON CITY,MO,Cole County
65201,STLO.JEFFERSON CITY,MO,Boone County
65202,STLO.JEFFERSON CITY,MO,Boone County
65203,STLO.JEFFERSON CITY,MO,Boone County
65205,STLO.JEFFERSON CITY,MO,Boone County
65211,STLO.JEFFERSON CITY,MO,Boone County
65212,STLO.JEFFERSON CITY,MO,Boone County
65215,STLO.JEFFERSON CITY,MO,Boone County
65216,STLO.JEFFERSON CITY,MO,Boone County
65217,STLO.JEFFERSON CITY,MO,Boone County
65218,STLO.JEFFERSON CITY,MO,Boone County
65230,STLO.JEFFERSON CITY,MO,Howard County
65231,STLO.JEFFERSON CITY,MO,Callaway County
65232,STLO.JEFFERSON CITY,MO,Audrain County
65233,STLO.JEFFERSON CITY,MO,Cooper County
65236,STLO.JEFFERSON CITY,MO,Chariton County
65237,STLO.JEFFERSON CITY,MO,Cooper County
65239,STLO.JEFFERSON CITY,MO,Randolph County
65240,STLO.JEFFERSON CITY,MO,Boone County
65243,STLO.JEFFERSON CITY,MO,Randolph County
65244,STLO.JEFFERSON CITY,MO,Randolph County
65246,STLO.JEFFERSON CITY,MO,Chariton County
65247,STLO.JEFFERSON CITY,MO,Macon County
65248,STLO.JEFFERSON CITY,MO,Howard County
65250,STLO.JEFFERSON CITY,MO,Howard County
65251,STLO.JEFFERSON CITY,MO,Callaway County
65254,STLO.JEFFERSON CITY,MO,Howard County
65255,STLO.JEFFERSON CITY,MO,Boone County
65256,STLO.JEFFERSON CITY,MO,Boone County
65257,STLO.JEFFERSON CITY,MO,Randolph County
65258,STLO.JEFFERSON CITY,MO,Monroe County
65259,STLO.JEFFERSON CITY,MO,Randolph County
65260,STLO.JEFFERSON CITY,MO,Randolph County
65261,STLO.JEFFERSON CITY,MO,Chariton County
65262,STLO.JEFFERSON CITY,MO,Callaway County
65263,STLO.JEFFERSON CITY,MO,Monroe County
65264,STLO.JEFFERSON CITY,MO,Audrain County
65265,STLO.JEFFERSON CITY,MO,Audrain County
65270,STLO.JEFFERSON CITY,MO,Randolph County
65274,STLO.JEFFERSON CITY,MO,Howard County
65275,STLO.JEFFERSON CITY,MO,Monroe County
65276,STLO.JEFFERSON CITY,MO,Cooper County
65278,STLO.JEFFERSON CITY,MO,Randolph County
65279,STLO.JEFFERSON CITY,MO,Boone County
65280,STLO.JEFFERSON CITY,MO,Audrain County
65281,STLO.JEFFERSON CITY,MO,Chariton County
65282,STLO.JEFFERSON CITY,MO,Monroe County
65283,STLO.JEFFERSON CITY,MO,Monroe County
65284,STLO.JEFFERSON CITY,MO,Boone County
65285,STLO.JEFFERSON CITY,MO,Audrain County
65286,STLO.JEFFERSON CITY,MO,Chariton County
65287,STLO.JEFFERSON CITY,MO,Cooper County
65288,STLO.JEFFERSON CITY,MO,Cooper County
65301,KANS.JEFFERSON CITY,MO,Pettis County
65302,KANS.JEFFERSON CITY,MO,Pettis County
65305,KANS.KANSAS CITY,MO,Johnson County
65320,KANS.JEFFERSON CITY,MO,Saline County
65321,KANS.JEFFERSON CITY,MO,Saline County
65322,STLO.JEFFERSON CITY,MO,Cooper County
65323,KANS.KANSAS CITY,MO,Henry County
65324,STLO.SPRINGFIELD,MO,Camden County
65325,STLO.JEFFERSON CITY,MO,Benton County
65326,STLO.JEFFERSON CITY,MO,Benton County
65327,KANS.KANSAS CITY,MO,Lafayette County
65329,STLO.JEFFERSON CITY,MO,Morgan County
65330,KANS.JEFFERSON CITY,MO,Saline County
65332,KANS.JEFFERSON CITY,MO,Pettis County
65333,KANS.JEFFERSON CITY,MO,Pettis County
65334,KANS.JEFFERSON CITY,MO,Pettis County
65335,STLO.JEFFERSON CITY,MO,Benton County
65336,KANS.KANSAS CITY,MO,Johnson County
65337,KANS.JEFFERSON CITY,MO,Pettis County
65338,STLO.JEFFERSON CITY,MO,Benton County
65339,KANS.JEFFERSON CITY,MO,Saline County
65340,KANS.JEFFERSON CITY,MO,Saline County
65344,KANS.JEFFERSON CITY,MO,Saline County
65345,STLO.JEFFERSON CITY,MO,Benton County
65347,KANS.JEFFERSON CITY,MO,Saline County
65348,STLO.JEFFERSON CITY,MO,Cooper County
65349,KANS.JEFFERSON CITY,MO,Saline County
65350,KANS.JEFFERSON CITY,MO,Pettis County
65351,KANS.JEFFERSON CITY,MO,Saline County
65354,STLO.JEFFERSON CITY,MO,Morgan County
65355,STLO.JEFFERSON CITY,MO,Benton County
65360,KANS.KANSAS CITY,MO,Henry County
65401,STLO.JEFFERSON CITY,MO,Phelps County
65402,STLO.JEFFERSON CITY,MO,Phelps County
65409,STLO.JEFFERSON CITY,MO,Phelps County
65430,STLO.JEFFERSON CITY,MO,Phelps County
65438,STLO.CAPE GIRARDEAU,MO,Shannon County
65439,STLO.CAPE GIRARDEAU,MO,Iron County
65440,STLO.SPRINGFIELD,MO,Dent County
65441,STLO.SAINT LOUIS,MO,Crawford County
65443,STLO.JEFFERSON CITY,MO,Maries County
65444,STLO.SPRINGFIELD,MO,Texas County
65446,STLO.SAINT LOUIS,MO,Crawford County
65449,STLO.SAINT LOUIS,MO,Crawford County
65452,STLO.SPRINGFIELD,MO,Pulaski County
65453,STLO.SAINT LOUIS,MO,Crawford County
65456,STLO.SAINT LOUIS,MO,Crawford County
65457,STLO.SPRINGFIELD,MO,Pulaski County
65459,STLO.SPRINGFIELD,MO,Pulaski County
65461,STLO.JEFFERSON CITY,MO,Phelps County
65462,STLO.JEFFERSON CITY,MO,Phelps County
65463,STLO.SPRINGFIELD,MO,Laclede County
65464,STLO.SPRINGFIELD,MO,Texas County
65466,STLO.CAPE GIRARDEAU,MO,Shannon County
65470,STLO.SPRINGFIELD,MO,Laclede County
65473,STLO.SPRINGFIELD,MO,Pulaski County
65479,STLO.SPRINGFIELD,MO,Texas County
65483,STLO.SPRINGFIELD,MO,Texas County
65484,STLO.SPRINGFIELD,MO,Texas County
65486,STLO.JEFFERSON CITY,MO,Miller County
65500,STLO.JEFFERSON CITY,MO,Miller County
65501,STLO.SPRINGFIELD,MO,Dent County
65529,STLO.JEFFERSON CITY,MO,Phelps County
65532,STLO.SPRINGFIELD,MO,Dent County
65534,STLO.SPRINGFIELD,MO,Pulaski County
65535,STLO.SAINT LOUIS,MO,Crawford County
65536,STLO.SPRINGFIELD,MO,Laclede County
65542,STLO.SPRINGFIELD,MO,Texas County
65543,STLO.SPRINGFIELD,MO,Laclede County
65548,STLO.SPRINGFIELD,MO,Howell County
65550,STLO.JEFFERSON CITY,MO,Phelps County
65552,STLO.SPRINGFIELD,MO,Texas County
65555,STLO.SPRINGFIELD,MO,Texas County
65556,STLO.SPRINGFIELD,MO,Pulaski County
65557,STLO.SPRINGFIELD,MO,Texas County
65559,STLO.JEFFERSON CITY,MO,Phelps County
65560,STLO.SPRINGFIELD,MO,Dent County
65564,STLO.SPRINGFIELD,MO,Texas County
65565,STLO.SAINT LOUIS,MO,Crawford County
65566,STLO.CAPE GIRARDEAU,MO,Iron County
65567,STLO.SPRINGFIELD,MO,Camden County
65570,STLO.SPRINGFIELD,MO,Texas County
65571,STLO.SPRINGFIELD,MO,Texas County
65580,STLO.JEFFERSON CITY,MO,Maries County
65582,STLO.JEFFERSON CITY,MO,Maries County
65583,STLO.SPRINGFIELD,MO,Pulaski County
65584,STLO.SPRINGFIELD,MO,Pulaski County
65588,STLO.CAPE GIRARDEAU,MO,Shannon County
65589,STLO.SPRINGFIELD,MO,Texas County
65590,STLO.SPRINGFIELD,MO,Dallas County
65591,STLO.SPRINGFIELD,MO,Camden County
65600,STLO.SPRINGFIELD,MO,Camden County
65601,STLO.SPRINGFIELD,MO,Polk County
65603,STLO.SPRINGFIELD,MO,Dade County
65604,STLO.SPRINGFIELD,MO,Greene County
65605,STLO.SPRINGFIELD,MO,Lawrence County
65606,STLO.SPRINGFIELD,MO,Oregon County
65608,STLO.SPRINGFIELD,MO,Douglas County
65609,STLO.SPRINGFIELD,MO,Ozark County
65610,STLO.SPRINGFIELD,MO,Christian County
65611,STLO.SPRINGFIELD,MO,Stone County
65612,STLO.SPRINGFIELD,MO,Greene County
65613,STLO.SPRINGFIELD,MO,Polk County
65614,STLO.SPRINGFIELD,MO,Taney County
65615,STLO.SPRINGFIELD,MO,Taney County
65616,STLO.SPRINGFIELD,MO,Taney County
65617,STLO.SPRINGFIELD,MO,Polk County
65618,STLO.SPRINGFIELD,MO,Ozark County
65619,STLO.SPRINGFIELD,MO,Greene County
65620,STLO.SPRINGFIELD,MO,Christian County
65622,STLO.SPRINGFIELD,MO,Dallas County
65623,STLO.SPRINGFIELD,MO,Barry County
65624,STLO.SPRINGFIELD,MO,Stone County
65625,STLO.SPRINGFIELD,MO,Barry County
65626,STLO.SPRINGFIELD,MO,Howell County
65627,STLO.SPRINGFIELD,MO,Taney County
65629,STLO.SPRINGFIELD,MO,Christian County
65630,STLO.SPRINGFIELD,MO,Christian County
65631,STLO.SPRINGFIELD,MO,Christian County
65632,STLO.SPRINGFIELD,MO,Laclede County
65633,STLO.SPRINGFIELD,MO,Stone County
65634,STLO.SPRINGFIELD,MO,Hickory County
65635,STLO.SPRINGFIELD,MO,Dade County
65636,STLO.SPRINGFIELD,MO,Webster County
65637,STLO.SPRINGFIELD,MO,Ozark County
65638,STLO.SPRINGFIELD,MO,Douglas County
65640,STLO.SPRINGFIELD,MO,Polk County
65641,STLO.SPRINGFIELD,MO,Barry County
65644,STLO.SPRINGFIELD,MO,Webster County
65646,STLO.SPRINGFIELD,MO,Dade County
65647,STLO.SPRINGFIELD,MO,Barry County
65648,STLO.SPRINGFIELD,MO,Greene County
65649,STLO.SPRINGFIELD,MO,Cedar County
65650,STLO.SPRINGFIELD,MO,Polk County
65652,STLO.SPRINGFIELD,MO,Webster County
65653,STLO.SPRINGFIELD,MO,Taney County
65654,STLO.SPRINGFIELD,MO,Lawrence County
65655,STLO.SPRINGFIELD,MO,Ozark County
65656,STLO.SPRINGFIELD,MO,Stone County
65658,STLO.SPRINGFIELD,MO,Barry County
65660,STLO.SPRINGFIELD,MO,Wright County
65661,STLO.SPRINGFIELD,MO,Dade County
65662,STLO.SPRINGFIELD,MO,Wright County
65663,STLO.SPRINGFIELD,MO,Polk County
65664,STLO.SPRINGFIELD,MO,Lawrence County
